Plant ID	Condition	Species	Genotype	Variety	GrowthCondition	Treatment	Sequence	Day	Time	Day (Int)	Weight A (g)	Weight B (g)	Water (weight-diff)	fluo.side	fluo.top	vis.side	vis.top	nir.side	nir.top
1107BA1310	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 41	Mon Apr 11 18:07:53 CEST 2011	41	13786	14168	382		0	0	0	0	
1107BA1148	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 41	Mon Apr 11 18:08:10 CEST 2011	41	13831	14170	339		0	0	0	0	
1107BA1153	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 41	Mon Apr 11 18:08:28 CEST 2011	41	13872	14176	304		0	0	0	0	
1107BA1196	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 41	Mon Apr 11 18:08:46 CEST 2011	41	13941	14178	237		0	0	0	0	
1107BA1146	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 41	Mon Apr 11 18:09:04 CEST 2011	41	13930	14177	247		0	0	0	0	
1107BA1093	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 41	Mon Apr 11 18:09:22 CEST 2011	41	13927	14179	252		0	0	0	0	
1107BA1125	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 41	Mon Apr 11 18:09:40 CEST 2011	41	13926	14172	246		0	0	0	0	
1107BA1386	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 42	Tue Apr 12 08:06:43 CEST 2011	42	13963	14181	218	493	0	0	0	0	
1107BA1335	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 42	Tue Apr 12 08:07:01 CEST 2011	42	13967	14182	215	493	0	0	0	0	
1107BA1354	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 42	Tue Apr 12 08:07:19 CEST 2011	42	13971	14182	211	211	0	0	0	0	
1107BA1191	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 42	Tue Apr 12 08:07:36 CEST 2011	42	13915	14182	267	267	0	0	0	0	
1107BA1009	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 42	Tue Apr 12 08:07:54 CEST 2011	42	13963	14181	218	218	0	0	0	0	
1107BA1248	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 42	Tue Apr 12 08:08:12 CEST 2011	42	13966	14183	217	217	0	0	0	0	
1107BA1026	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 42	Tue Apr 12 08:08:30 CEST 2011	42	13921	14178	257	257	0	0	0	0	
1107BA1008	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 42	Tue Apr 12 08:08:48 CEST 2011	42	13973	14184	211	211	0	0	0	0	
1107BA1040	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 42	Tue Apr 12 08:12:43 CEST 2011	42	13909	14177	268	268	0	0	0	0	
1107BA1234	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 42	Tue Apr 12 08:13:01 CEST 2011	42	13973	14182	209	209	0	0	0	0	
1107BA1310	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 42	Tue Apr 12 08:13:18 CEST 2011	42	13882	14177	295	295	0	0	0	0	
1107BA1148	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 42	Tue Apr 12 08:13:36 CEST 2011	42	13918	14178	260	260	0	0	0	0	
1107BA1153	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 42	Tue Apr 12 08:13:54 CEST 2011	42	13932	14179	247	561	0	0	0	0	
1107BA1196	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 42	Tue Apr 12 08:14:12 CEST 2011	42	13979	14182	203	203	0	0	0	0	
1107BA1146	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 42	Tue Apr 12 08:14:30 CEST 2011	42	13968	14183	215	215	0	0	0	0	
1107BA1093	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 42	Tue Apr 12 08:14:48 CEST 2011	42	13963	14183	220	220	0	0	0	0	
1107BA1125	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 42	Tue Apr 12 08:15:06 CEST 2011	42	13962	14182	220	484	0	0	0	0	
1107BA1026	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 42	Tue Apr 12 15:17:32 CEST 2011	42				25	3	25	3	25	3
1107BA1386	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 42	Tue Apr 12 18:01:57 CEST 2011	42	13902	14177	275		0	0	0	0	
1107BA1335	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 42	Tue Apr 12 18:03:28 CEST 2011	42	13903	14181	278		0	0	0	0	
1107BA1153	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 42	Tue Apr 12 18:07:21 CEST 2011	42	13864	14178	314		0	0	0	0	
1107BA1125	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 42	Tue Apr 12 18:08:36 CEST 2011	42	13916	14180	264		0	0	0	0	
1107BA1125	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 08:09:47 CEST 2011	43				25	3	25	3	25	3
1107BA1153	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 08:13:51 CEST 2011	43				25	3	25	3	25	3
1107BA1386	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 08:18:18 CEST 2011	43				25	3	25	3	25	3
1107BA1335	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 08:25:52 CEST 2011	43				25	3	25	3	25	3
1107BA1364_4	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 08:51:25 CEST 2011	43				25	3	25	3	25	3
1107BA1364_4	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 09:56:58 CEST 2011	43	9947				0	0	0	0	
1107BA1009	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 09:57:49 CEST 2011	43	13828	14168	340	555	0	0	0	0	
1107BA1248	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 09:58:07 CEST 2011	43	13855	14170	315	517	0	0	0	0	
1107BA1354	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 09:58:19 CEST 2011	43	13833	14155	322	537	0	0	0	0	
1107BA1026	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 09:58:31 CEST 2011	43	13746	14157	411	689	0	0	0	0	
1107BA1008	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 09:58:49 CEST 2011	43	13862	14167	305	515	0	0	0	0	
1107BA1191	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 09:59:05 CEST 2011	43	13734	14159	425	667	0	0	0	0	
1107BA1040	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 10:11:21 CEST 2011	43	13737	14160	423	652	0	0	0	0	
1107BA1234	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 10:14:07 CEST 2011	43	13850	14173	323	520	0	0	0	0	
1107BA1310	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 10:16:24 CEST 2011	43	13709	14159	450	725	0	0	0	0	
1107BA1148	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 10:16:42 CEST 2011	43	13741	14163	422	631	0	0	0	0	
1107BA1146	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 10:17:17 CEST 2011	43	13854	14169	315	503	0	0	0	0	
1107BA1093	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 10:17:35 CEST 2011	43	13855	14170	315	515	0	0	0	0	
1107BA1196	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 10:18:41 CEST 2011	43	13873	14171	298	483	0	0	0	0	
1107BA1364_4	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 11:06:22 CEST 2011	43				25	3	25	3	25	3
1107BA1354	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 11:10:25 CEST 2011	43				25	3	25	3	25	3
1107BA1191	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 11:14:50 CEST 2011	43				25	3	25	3	25	3
1107BA1009	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 11:22:23 CEST 2011	43				25	3	25	3	25	3
1107BA1248	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 11:29:56 CEST 2011	43				25	3	25	3	25	3
1107BA1026	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 11:37:30 CEST 2011	43				25	3	25	3	25	3
1107BA1008	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 11:45:04 CEST 2011	43				25	3	25	3	25	3
1107BA1040	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 11:52:39 CEST 2011	43				25	3	25	3	25	3
1107BA1234	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 12:00:13 CEST 2011	43				25	3	25	3	25	3
1107BA1310	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 12:22:51 CEST 2011	43				25	3	25	3	25	3
1107BA1148	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 12:26:52 CEST 2011	43				25	3	25	3	25	3
1107BA1196	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 12:32:07 CEST 2011	43				25	3	25	3	25	3
1107BA1146	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 12:39:41 CEST 2011	43				25	3	25	3	25	3
1107BA1093	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 12:50:18 CEST 2011	43				25	3	25	3	25	3
1107BA1364_4	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 18:02:41 CEST 2011	43	9946				0	0	0	0	
1107BA1354	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 18:02:59 CEST 2011	43	13970	14185	215		0	0	0	0	
1107BA1191	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 18:03:17 CEST 2011	43	13941	14183	242		0	0	0	0	
1107BA1009	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 18:03:35 CEST 2011	43	13970	14185	215		0	0	0	0	
1107BA1248	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 18:03:53 CEST 2011	43	13981	14183	202		0	0	0	0	
1107BA1026	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 18:04:11 CEST 2011	43	13900	14178	278		0	0	0	0	
1107BA1008	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 18:04:30 CEST 2011	43	13976	14186	210		0	0	0	0	
1107BA1040	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 18:04:48 CEST 2011	43	13952	14181	229		0	0	0	0	
1107BA1234	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 18:05:06 CEST 2011	43	13984	14181	197		0	0	0	0	
1107BA1310	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 18:09:37 CEST 2011	43	13905	14180	275		0	0	0	0	
1107BA1148	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 18:09:56 CEST 2011	43	13974	14183	209		0	0	0	0	
1107BA1146	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 18:10:30 CEST 2011	43	13994	14182	188		0	0	0	0	
1107BA1093	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 18:10:48 CEST 2011	43	13985	14185	200		0	0	0	0	
1107BA1196	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 43	Wed Apr 13 18:11:43 CEST 2011	43	14001	14186	185		0	0	0	0	
1107BA1364_4	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 44	Thu Apr 14 06:32:43 CEST 2011	44	9949				0	0	0	0	
1107BA1354	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 44	Thu Apr 14 06:33:01 CEST 2011	44	14033	14172	139	536	0	0	0	0	
1107BA1191	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 44	Thu Apr 14 06:33:19 CEST 2011	44	13996	14177	181	675	0	0	0	0	
1107BA1009	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 44	Thu Apr 14 06:33:37 CEST 2011	44	14023	14179	156	577	0	0	0	0	
1107BA1248	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 44	Thu Apr 14 06:33:55 CEST 2011	44	14026	14180	154	548	0	0	0	0	
1107BA1026	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 44	Thu Apr 14 06:34:14 CEST 2011	44	13972	14179	207	716	0	0	0	0	
1107BA1008	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 44	Thu Apr 14 06:34:32 CEST 2011	44	14031	14183	152	542	0	0	0	0	
1107BA1040	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 44	Thu Apr 14 06:34:50 CEST 2011	44	13991	14176	185	682	0	0	0	0	
1107BA1234	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 44	Thu Apr 14 06:35:08 CEST 2011	44	14024	14180	156	558	0	0	0	0	
1107BA1310	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 44	Thu Apr 14 06:39:38 CEST 2011	44	13957	14175	218	739	0	0	0	0	
1107BA1148	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 44	Thu Apr 14 06:39:56 CEST 2011	44	14002	14180	178	670	0	0	0	0	
1107BA1196	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 44	Thu Apr 14 06:40:14 CEST 2011	44	14040	14184	144	527	0	0	0	0	
1107BA1146	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 44	Thu Apr 14 06:40:32 CEST 2011	44	14023	14179	156	555	0	0	0	0	
1107BA1093	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 44	Thu Apr 14 06:40:50 CEST 2011	44	14025	14182	157	551	0	0	0	0	
1107BA1354	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 44	Thu Apr 14 18:02:01 CEST 2011	44	13892	14289	397		0	0	0	0	
1107BA1191	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 44	Thu Apr 14 18:02:19 CEST 2011	44	13800	14294	494		0	0	0	0	
1107BA1009	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 44	Thu Apr 14 18:02:37 CEST 2011	44	13882	14303	421		0	0	0	0	
1107BA1248	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 44	Thu Apr 14 18:02:55 CEST 2011	44	13909	14303	394		0	0	0	0	
1107BA1026	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 44	Thu Apr 14 18:03:14 CEST 2011	44	13785	14294	509		0	0	0	0	
1107BA1008	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 44	Thu Apr 14 18:03:32 CEST 2011	44	13917	14307	390		0	0	0	0	
1107BA1040	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 44	Thu Apr 14 18:03:50 CEST 2011	44	13801	14298	497		0	0	0	0	
1107BA1234	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 44	Thu Apr 14 18:08:11 CEST 2011	44	13906	14308	402		0	0	0	0	
1107BA1310	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 44	Thu Apr 14 18:09:39 CEST 2011	44	13774	14295	521		0	0	0	0	
1107BA1148	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 44	Thu Apr 14 18:09:57 CEST 2011	44	13807	14299	492		0	0	0	0	
1107BA1196	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 44	Thu Apr 14 18:10:16 CEST 2011	44	13926	14309	383		0	0	0	0	
1107BA1146	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 44	Thu Apr 14 18:10:34 CEST 2011	44	13908	14307	399		0	0	0	0	
1107BA1093	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 44	Thu Apr 14 18:13:32 CEST 2011	44	13911	14305	394		0	0	0	0	
1107BA1354	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 45	Fri Apr 15 07:27:36 CEST 2011	45	14113	14338	225	25	3	25	3	25	3
1107BA1191	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 45	Fri Apr 15 07:32:54 CEST 2011	45	14074	14297	223	25	3	25	3	25	3
1107BA1009	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 45	Fri Apr 15 07:38:08 CEST 2011	45	14113	14338	225	25	3	25	3	25	3
1107BA1248	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 45	Fri Apr 15 07:45:43 CEST 2011	45	14120	14346	226	25	3	25	3	25	3
1107BA1026	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 45	Fri Apr 15 07:53:19 CEST 2011	45	14060	14282	222	25	3	25	3	25	3
1107BA1008	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 45	Fri Apr 15 08:02:49 CEST 2011	45	14119	14344	225	25	3	25	3	25	3
1107BA1040	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 45	Fri Apr 15 08:10:25 CEST 2011	45	14069	14292	223	25	3	25	3	25	3
1107BA1234	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 45	Fri Apr 15 08:20:34 CEST 2011	45	14116	14341	225	25	3	25	3	25	3
1107BA1148	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 45	Fri Apr 15 08:54:56 CEST 2011	45	14078	14298	220	25	3	25	3	25	3
1107BA1196	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 45	Fri Apr 15 09:04:25 CEST 2011	45	14123	14349	226	25	3	25	3	25	3
1107BA1146	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 45	Fri Apr 15 09:14:32 CEST 2011	45	14107	14329	222	25	3	25	3	25	3
1107BA1093	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 45	Fri Apr 15 09:22:06 CEST 2011	45	14095	14319	224	25	3	25	3	25	3
1107BA1354	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 46	Sat Apr 16 08:01:51 CEST 2011	46	13890	14315	425	721	0	0	0	0	
1107BA1191	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 46	Sat Apr 16 08:02:10 CEST 2011	46	13778	14308	530	876	0	0	0	0	
1107BA1009	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 46	Sat Apr 16 08:02:28 CEST 2011	46	13878	14312	434	751	0	0	0	0	
1107BA1248	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 46	Sat Apr 16 08:02:46 CEST 2011	46	13909	14315	406	700	0	0	0	0	
1107BA1026	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 46	Sat Apr 16 08:03:04 CEST 2011	46	13764	14304	540	899	0	0	0	0	
1107BA1008	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 46	Sat Apr 16 08:03:22 CEST 2011	46	13922	14314	392	690	0	0	0	0	
1107BA1040	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 46	Sat Apr 16 08:03:40 CEST 2011	46	13785	14302	517	876	0	0	0	0	
1107BA1234	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 46	Sat Apr 16 08:08:03 CEST 2011	46	13908	14315	407	709	0	0	0	0	
1107BA1196	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 46	Sat Apr 16 08:09:29 CEST 2011	46	13939	14313	374	671	0	0	0	0	
1107BA1310	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 46	Sat Apr 16 08:09:47 CEST 2011	46	13753	14304	551	931	0	0	0	0	
1107BA1146	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 46	Sat Apr 16 08:09:48 CEST 2011	46	13919	14315	396	694	0	0	0	0	
1107BA1093	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 46	Sat Apr 16 08:10:06 CEST 2011	46	13921	14315	394	709	0	0	0	0	
1107BA1148	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 46	Sat Apr 16 08:10:36 CEST 2011	46	13794	14302	508	882	0	0	0	0	
1107BA1354	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 46	Sat Apr 16 18:01:51 CEST 2011	46	14008	14304	296		0	0	0	0	
1107BA1191	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 46	Sat Apr 16 18:02:09 CEST 2011	46	13957	14303	346		0	0	0	0	
1107BA1009	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 46	Sat Apr 16 18:02:28 CEST 2011	46	13995	14312	317		0	0	0	0	
1107BA1248	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 46	Sat Apr 16 18:02:46 CEST 2011	46	14021	14315	294		0	0	0	0	
1107BA1026	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 46	Sat Apr 16 18:03:04 CEST 2011	46	13951	14310	359		0	0	0	0	
1107BA1008	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 46	Sat Apr 16 18:03:22 CEST 2011	46	14017	14315	298		0	0	0	0	
1107BA1040	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 46	Sat Apr 16 18:03:40 CEST 2011	46	13949	14308	359		0	0	0	0	
1107BA1234	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 46	Sat Apr 16 18:03:58 CEST 2011	46	14013	14315	302		0	0	0	0	
1107BA1310	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 46	Sat Apr 16 18:08:11 CEST 2011	46	13927	14307	380		0	0	0	0	
1107BA1148	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 46	Sat Apr 16 18:08:30 CEST 2011	46	13936	14310	374		0	0	0	0	
1107BA1196	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 46	Sat Apr 16 18:08:48 CEST 2011	46	14020	14317	297		0	0	0	0	
1107BA1146	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 46	Sat Apr 16 18:09:06 CEST 2011	46	14015	14313	298		0	0	0	0	
1107BA1093	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 46	Sat Apr 16 18:09:24 CEST 2011	46	14003	14318	315		0	0	0	0	
1107BA1354	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 47	Sun Apr 17 08:20:55 CEST 2011	47	14077	14324	564	25	3	25	3	25	3
1107BA1191	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 47	Sun Apr 17 08:24:59 CEST 2011	47	14018	14323	665	25	3	25	3	25	3
1107BA1009	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 47	Sun Apr 17 08:29:26 CEST 2011	47	14066	14327	570	25	3	25	3	25	3
1107BA1248	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 47	Sun Apr 17 08:37:00 CEST 2011	47	14074	14319	542	25	3	25	3	25	3
1107BA1026	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 47	Sun Apr 17 08:44:35 CEST 2011	47	14007	14322	654	25	3	25	3	25	3
1107BA1008	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 47	Sun Apr 17 08:55:03 CEST 2011	47	14075	14317	524	25	3	25	3	25	3
1107BA1040	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 47	Sun Apr 17 09:06:52 CEST 2011	47	14007	14319	617	25	3	25	3	25	3
1107BA1234	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 47	Sun Apr 17 09:14:27 CEST 2011	47	14076	14331	516	25	3	25	3	25	3
1107BA1310	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 47	Sun Apr 17 09:24:14 CEST 2011	47	13982	14313	630	25	3	25	3	25	3
1107BA1148	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 47	Sun Apr 17 09:34:50 CEST 2011	47	14021	14320	568	25	3	25	3	25	3
1107BA1196	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 47	Sun Apr 17 09:45:48 CEST 2011	47	14080	14326	486	25	3	25	3	25	3
1107BA1146	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 47	Sun Apr 17 09:58:38 CEST 2011	47	14072	14322	481	25	3	25	3	25	3
1107BA1093	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 47	Sun Apr 17 10:06:11 CEST 2011	47	14057	14311	507	25	3	25	3	25	3
1107BA1354	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 47	Sun Apr 17 18:01:51 CEST 2011	47	14005	14322	317		0	0	0	0	
1107BA1191	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 47	Sun Apr 17 18:02:10 CEST 2011	47	13958	14318	360		0	0	0	0	
1107BA1009	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 47	Sun Apr 17 18:02:28 CEST 2011	47	14013	14322	309		0	0	0	0	
1107BA1248	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 47	Sun Apr 17 18:02:46 CEST 2011	47	14026	14323	297		0	0	0	0	
1107BA1026	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 47	Sun Apr 17 18:03:04 CEST 2011	47	13978	14317	339		0	0	0	0	
1107BA1008	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 47	Sun Apr 17 18:03:22 CEST 2011	47	14039	14321	282		0	0	0	0	
1107BA1040	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 47	Sun Apr 17 18:03:40 CEST 2011	47	14014	14319	305		0	0	0	0	
1107BA1234	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 47	Sun Apr 17 18:03:58 CEST 2011	47	14063	14324	261		0	0	0	0	
1107BA1310	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 47	Sun Apr 17 18:08:07 CEST 2011	47	14022	14321	299		0	0	0	0	
1107BA1148	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 47	Sun Apr 17 18:08:25 CEST 2011	47	14054	14323	269		0	0	0	0	
1107BA1196	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 47	Sun Apr 17 18:08:44 CEST 2011	47	14087	14327	240		0	0	0	0	
1107BA1146	0: Maize/Fernandez (Corn)	Maize	Fernandez			Corn		day 47	Sun Apr 17 18:09:02 CEST 2011	47	14092	14323	231		0	0	0	0	
